igen, l1_best, l1_mean
0, 26.8386, 32.8277
1, 25.1675, 31.0502
2, 21.5522, 29.3878
3, 21.541, 27.3314
4, 20.9398, 25.5366
5, 20.3645, 23.7701
6, 19.2809, 22.3591
7, 17.1199, 21.5271
8, 17.1199, 20.4157
9, 16.072, 19.5133
10, 16.072, 18.4876
11, 15.6384, 17.373
12, 15.1764, 16.6725
13, 15.1764, 16.3267
14, 15.084, 16.0178
15, 14.2479, 15.6768
16, 14.2479, 15.3673
17, 14.2128, 14.9878
18, 13.7198, 14.6755
19, 13.3372, 14.4336
20, 13.3372, 14.1599
21, 13.2536, 13.856
22, 13.1047, 13.5993
23, 13.1047, 13.4277
24, 12.6937, 13.3145
25, 12.5447, 13.2314
26, 12.5122, 13.1528
27, 12.364, 13.0069
28, 12.2625, 12.8804
29, 12.1965, 12.7395
30, 12.1965, 12.668
31, 12.077, 12.5489
32, 12.011, 12.4881
33, 12.011, 12.317
34, 11.7124, 12.213
35, 11.7124, 12.1574
36, 11.7066, 12.0123
37, 11.682, 11.9073
38, 11.5235, 11.8905
39, 11.5235, 11.8197
40, 11.2965, 11.7232
41, 11.2965, 11.7762
42, 11.2965, 11.703
43, 11.2854, 11.5116
44, 11.2263, 11.4859
45, 11.2263, 11.4344
46, 11.0696, 11.4193
47, 11.0696, 11.4336
48, 11.0696, 11.3694
49, 11.0696, 11.2528
50, 11.0068, 11.1782
51, 11.0068, 11.2186
52, 11.0068, 11.1714
53, 11.0068, 11.1279
54, 11.0068, 11.1143
55, 11.0068, 11.0492
56, 11.0068, 11.0295
57, 11.0068, 11.0101
58, 10.9937, 11.0224
59, 10.9937, 11.0261
60, 10.9937, 11.0367
61, 10.9937, 11.0972
62, 10.9732, 11.0559
63, 10.5374, 11.0032
64, 10.426, 10.9702
65, 10.3925, 10.9581
66, 10.3925, 10.8484
67, 10.3925, 10.815
68, 10.3925, 10.6992
69, 10.3925, 10.7029
70, 10.3828, 10.5937
71, 10.3828, 10.5125
72, 10.3828, 10.4436
73, 10.3828, 10.4449
74, 10.3828, 10.3989
75, 10.3828, 10.3891
76, 10.3828, 10.3855
77, 10.3828, 10.3984
78, 10.3828, 10.4037
79, 10.266, 10.3859
80, 10.266, 10.3898
81, 10.266, 10.3881
82, 10.266, 10.3579
83, 10.266, 10.3813
84, 10.266, 10.3746
85, 10.266, 10.302
86, 10.266, 10.2664
87, 10.266, 10.2735
88, 10.266, 10.2844
89, 10.266, 10.266
90, 10.266, 10.266
91, 10.266, 10.266
92, 10.1444, 10.2684
93, 10.1444, 10.2712
94, 10.1444, 10.2425
95, 10.1444, 10.2235
96, 10.1444, 10.1965
97, 10.1444, 10.1751
98, 10.1172, 10.1477
99, 10.1172, 10.1434
100, 10.1172, 10.2145
101, 9.93199, 10.3732
