igen, l1_best, l1_mean
0, 25.0819, 33.2831
1, 23.7183, 30.9419
2, 23.7183, 28.3723
3, 22.5278, 26.0028
4, 21.4561, 24.5973
5, 21.2254, 23.4969
6, 19.9299, 22.6305
7, 19.5639, 21.7158
8, 18.0737, 20.9498
9, 17.6521, 20.3071
10, 16.9644, 19.7659
11, 16.8913, 18.8712
12, 16.1019, 18.1636
13, 15.9815, 17.3945
14, 15.19, 16.9181
15, 15.19, 16.515
16, 15.0452, 16.1536
17, 15.0452, 15.722
18, 14.516, 15.44
19, 14.2003, 15.2123
20, 13.7523, 14.9933
21, 13.6815, 14.7545
22, 13.6815, 14.3871
23, 13.6815, 14.1877
24, 13.5649, 13.9676
25, 13.5023, 13.897
26, 13.5023, 13.7465
27, 13.2562, 13.738
28, 13.2553, 13.5738
29, 13.1652, 13.5142
30, 13.1652, 13.3822
31, 12.7566, 13.3316
32, 12.7558, 13.2126
33, 12.507, 13.1217
34, 12.507, 13.0793
35, 12.3413, 12.9514
36, 12.0296, 12.7319
37, 12.0287, 12.5667
38, 12.0072, 12.3852
39, 11.8639, 12.2046
40, 11.8639, 12.1509
41, 11.863, 12.112
42, 11.7677, 11.9641
43, 11.7111, 11.9205
44, 11.6149, 11.8632
45, 11.6149, 11.8275
46, 11.6149, 11.7798
47, 11.3077, 11.7427
48, 11.3077, 11.786
49, 11.2624, 11.6795
50, 11.2624, 11.5019
51, 10.6281, 11.4145
52, 10.6281, 11.3304
53, 10.6281, 11.1948
54, 10.6281, 11.0072
55, 10.6281, 10.8398
56, 9.93722, 10.7194
57, 9.93722, 10.6901
58, 9.93722, 10.6884
59, 9.93722, 10.5554
60, 9.93722, 10.2821
61, 9.93722, 10.3735
62, 9.93722, 10.3507
63, 9.93722, 10.2056
64, 9.93471, 10.174
65, 9.93471, 10.1628
66, 9.93471, 10.0298
67, 9.93471, 9.96745
68, 9.88818, 10.0261
69, 9.88818, 9.94158
70, 9.88818, 9.93041
71, 9.88818, 9.91334
72, 9.88818, 9.9084
73, 9.88818, 9.9011
74, 9.86749, 9.89274
75, 9.86749, 9.88677
76, 9.44307, 9.86429
77, 9.44307, 9.79094
78, 9.44307, 9.69299
79, 9.44307, 9.62326
80, 9.44307, 9.53828
81, 9.44307, 9.4878
82, 9.44307, 9.46297
83, 9.44307, 9.50814
84, 9.44307, 9.53178
85, 9.44307, 9.49072
86, 9.44307, 9.50134
87, 9.44307, 9.47062
88, 9.44307, 9.50679
89, 9.44307, 9.44473
90, 9.44307, 9.45989
91, 9.44307, 9.51386
92, 9.44307, 9.4874
93, 9.44307, 9.45464
94, 9.44307, 9.46805
95, 9.44307, 9.46827
96, 9.44307, 9.50013
97, 9.44307, 9.44743
98, 9.44307, 9.4586
99, 9.44307, 9.45303
100, 9.44307, 9.45041
101, 9.44307, 9.44307
102, 9.44307, 9.52715
103, 9.44307, 9.48763
104, 9.44307, 9.46356
105, 9.44307, 9.45109
106, 9.44307, 9.48746
107, 9.44307, 9.44997
108, 9.44307, 9.45126
109, 9.44307, 9.4824
110, 9.44307, 9.46488
111, 9.44307, 9.44307
112, 9.44307, 9.4431
113, 9.44307, 9.44414
114, 9.44307, 9.4778
115, 9.44307, 9.46456
116, 9.44307, 9.44393
117, 9.44307, 9.44555
118, 9.44307, 9.4501
119, 9.44307, 9.49738
120, 9.44307, 9.47561
121, 9.44307, 9.50754
122, 9.44307, 9.50388
123, 9.44307, 9.44455
124, 9.44307, 9.44312
125, 9.44307, 9.44307
126, 9.29795, 9.48736
127, 9.29795, 9.64716
128, 9.29795, 9.77761
129, 9.29795, 9.78705
130, 9.29795, 9.72955
131, 9.29795, 9.70221
132, 9.29795, 9.55436
133, 9.29795, 9.4028
134, 9.29795, 9.41971
135, 9.29795, 9.33188
136, 9.29795, 9.35041
137, 9.29795, 9.35272
138, 9.29795, 9.37184
139, 9.29795, 9.3667
140, 9.29795, 9.3706
141, 9.29795, 9.38138
142, 9.29795, 9.38617
143, 9.29795, 9.32103
144, 9.29795, 9.35649
145, 9.29795, 9.37367
146, 9.29795, 9.3765
147, 9.29795, 9.43029
148, 9.29795, 9.38497
149, 9.29795, 9.32378
